pmcid,file_path,title_lenght,title,journal,pub_year,word_count,sentence_count,label_q1,label_q2,checking_website,legit_coloncancer_article,note,sg_query,th_query
PMC11614356,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11614356.xml,130,Prognostic and Molecular Characterization of Metastatic Transverse Colon Cancer: Insights From a Single-Center Retrospective Study,Cureus,2024,3072,116,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11614356/,1,,0,0
PMC11615019,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11615019.xml,127,One year follow-up of the colon cancer patient cohort treated with a novel miniaturized robotic-assisted surgery device (mRASD),Surgical Endoscopy,2024,2508,118,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11615019/,1,,0,1
PMC11615116,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11615116.xml,115,The impact of facility type on surgical outcomes in colon cancer patients: analysis of the national cancer database,Surgical Endoscopy,2024,2973,106,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11615116/,1,,0,1
PMC11615702,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11615702.xml,87,Acceptability of Guidelines to Stop Colon Cancer Screening by Estimated Life Expectancy,JAMA Network Open,2024,780,29,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11615702/,1,,0,0
PMC11618900,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11618900.xml,143,"A Hybrid 2D Gaussian Filter and Deep Learning Approach with Visualization 
of Class Activation for Automatic 
Lung and Colon Cancer Diagnosis",Technology in Cancer Research & Treatment,2024,7063,300,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11618900/,1,,0,0
PMC11619254,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11619254.xml,158,High tumor mutational burden assessed through next-generation sequencing predicts favorable survival in microsatellite stable metastatic colon cancer patients,Journal of Translational Medicine,2024,3936,165,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11619254/,0,correction,0,0
PMC11627326,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11627326.xml,156,Evolution of Rapid Clonal Dynamics and Non–Cross-Resistance in Response to Alternating Targeted Therapy and Chemotherapy in BRAF-V600E-Mutant Colon Cancer,JCO Precision Oncology,2024,3909,142,!,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11627326/,1,,0,0
PMC11628787,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11628787.xml,96,A phosphoglycerate mutase 1 allosteric inhibitor restrains TAM-mediated colon cancer progression,Acta Pharmaceutica Sinica. B,2024,5628,320,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11628787/,1,,0,0
PMC11629188,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11629188.xml,114,Undifferentiated spindle cell sarcoma at the anastomosis after ileocecal resection for colon cancer: A case report,International Journal of Surgery Case Reports,2024,1860,107,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11629188/,1,,0,0
PMC11632118,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11632118.xml,86,Role of eosinophil counts in mediating the association between asthma and colon cancer,Clinical and Translational Allergy,2024,5051,254,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11632118/,1,,0,0
PMC11636350,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11636350.xml,92,Complete genome sequence of Bulleidia sp. 10714-15 isolated from human colon cancer patients,Microbiology Resource Announcements,2024,376,18,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11636350/,1,,1,0
PMC11636535,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11636535.xml,121,The role of CD47 in immune escape of colon cancer and its correlation with heterogeneity of tumor immune microenvironment,PeerJ,2024,5916,278,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11636535/,1,,0,0
PMC11637503,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11637503.xml,160,[Corrigendum] Anti-carcinogenic properties of omeprazole against human colon cancer cells and azoxymethane-induced colonic aberrant crypt foci formation in rats,International Journal of Oncology,2025,264,13,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11637503/,0,correction,0,0
PMC11638177,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11638177.xml,87,Gradient boosting reveals spatially diverse cholesterol gene signatures in colon cancer,Frontiers in Genetics,2024,4981,198,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11638177/,1,,0,0
PMC11638658,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11638658.xml,144,AMIGO2 characterizes cancer?associated fibroblasts in metastatic colon cancer and induces the release of paracrine active tumorigenic secretomes,The Journal of Pathology,2024,5098,234,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11638658/,1,,0,0
PMC11640483,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11640483.xml,190,"Applying Neural Networks to Analyse Inflammatory, Sociodemographic, and Psychological Factors in Non-Melanoma Skin Cancer and Colon Cancer: A Statistical and Artificial Intelligence Approach",Diagnostics,2024,12243,568,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11640483/,1,,0,0
PMC11640554,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11640554.xml,170,Upfront Surgery vs. Endoscopic Stenting Bridge to Minimally Invasive Surgery for Treatment of Obstructive Left Colon Cancer: Analysis of Surgical and Oncological Outcomes,Cancers,2024,3570,152,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11640554/,1,,0,0
PMC11640737,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11640737.xml,170,Beyond Obstruction: Evaluating Self-Expandable Metallic Stents (SEMSs) vs. Emergency Surgery for Challenging pT4 Obstructive Colon Cancer: Multicentre Retrospective Study,Cancers,2024,3002,149,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11640737/,1,,0,0
PMC11640802,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11640802.xml,123,Suppression of Metastasis of Colon Cancer to Liver in Mouse Models by Pretreatment with Extracellular Vesicles Derived from,International Journal of Molecular Sciences,2024,5489,291,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11640802/,1,,0,0
PMC11643985,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11643985.xml,75,The Anti-Metastatic Potential of Aronia Leaf Extracts on Colon Cancer Cells,Nutrients,2024,5026,231,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11643985/,1,,0,0
PMC11647256,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11647256.xml,169,"CTHRC1 is associated with BRAF(V600E) mutation and correlates with prognosis, immune cell infiltration, and drug resistance in colon cancer, thyroid cancer, and melanoma",Biomolecules and Biomedicine,2025,7135,237,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11647256/,1,,0,0
PMC11647881,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11647881.xml,145,A Novel Substituted Benzo[g]quinoxaline-Based Cyclometalated Ru(II) Complex as a Biocompatible Membrane-Targeted PDT Colon Cancer Stem Cell Agent,Journal of Medicinal Chemistry,2024,8425,313,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11647881/,1,,0,0
PMC11648153,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11648153.xml,76,Rare BRAF gene fusions in metastatic early-onset colon cancer: A case report,Heliyon,2024,2007,119,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11648153/,1,,0,0
PMC11649504,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11649504.xml,96,Investigation of the correlation between AGRN expression and perineural invasion in colon cancer,Frontiers in Molecular Biosciences,2024,5125,223,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11649504/,1,,0,0
PMC11649626,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11649626.xml,131,Expression and clinical significance of Numb and Notch-1 proteins between tissue of colon cancer and regional lymph node metastases,Frontiers in Oncology,2024,2840,97,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11649626/,1,,0,0
PMC11650235,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11650235.xml,75,Dexmedetomidine in colon cancer surgery: Evaluating its impact and efficacy,World Journal of Gastrointestinal Surgery,2024,915,43,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11650235/,1,,0,0
PMC11651070,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11651070.xml,139,An artesunate-modified half-sandwich iridium(iii) complex inhibits colon cancer cell proliferation and metastasis through the STAT3 pathway,RSC Chemical Biology,2024,3312,134,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11651070/,1,,0,0
PMC11651490,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11651490.xml,116,A colon cancer patient with splenic metastasis associated with a splenic abscess and thrombocytopenia: A case report,Medicine,2024,1389,88,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11651490/,1,,0,0
PMC11651794,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11651794.xml,124,Development of a risk prediction model for personalized assessment of postoperative recurrence risk in colon cancer patients,Translational Cancer Research,2024,2992,108,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11651794/,1,,0,0
PMC11652436,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11652436.xml,167,Socioeconomic and geographic variation in adjuvant chemotherapy among elderly patients with stage III colon cancer in Norway – a national register-based cohort study,Research in Health Services & Regions,2024,3958,197,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11652436/,1,,0,0
PMC11652864,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11652864.xml,103,The clinical dilemma of high-risk stage II colon cancer: are we truly prepared to withdraw oxaliplatin?,ESMO Open,2024,752,24,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11652864/,0,editorial,0,0
PMC11654462,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11654462.xml,98,ASSOCIATION BETWEEN SURGICAL VOLUME AND MORTALITY FROM COLON CANCER IN COLOMBIA: A NATIONAL COHORT,Arquivos Brasileiros de Cirurgia Digestiva : ABCD,2024,2828,99,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11654462/,1,,0,0
PMC11656641,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11656641.xml,107,Comparative Evaluation of Information Quality on Colon Cancer for Patients: A Study of ChatGPT-4 and Google,Cureus,2024,6170,372,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11656641/,1,,0,0
PMC11656869,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11656869.xml,122,"Construction of a novel copper-induced-cell-death-related gene signature for prognosis in colon cancer, with focus on KIF7",BMC Cancer,2024,5714,341,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11656869/,1,,0,0
PMC11661502,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11661502.xml,150,Retraction: Activation of Nuclear Factor Kappa B (NF-kB) Signaling Pathway Through Exercise-Induced Simulated Dopamine Against Colon Cancer Cell Lines,Cureus,2024,50,3,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11661502/,0,retraction,0,0
PMC11661724,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11661724.xml,193,Predictors of Recurrence After Curative Surgery for Stage I Colon Cancer: Retrospective Cohort Analysis of the Italian Society of Surgical Oncology Colorectal Cancer Network Collaborative Group,Annals of Surgery Open,2024,3630,125,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11661724/,1,,0,0
PMC11663933,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11663933.xml,87,UDP-glucuronosyltransferases 2A3 as a biomarker for ulcerative colitis and colon cancer,Frontiers in Genetics,2024,2836,138,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11663933/,1,,0,0
PMC11664607,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11664607.xml,139,"Correlations of the expression of Cx43, SCFFBXW7, p-cyclin E1 (Ser73), p-cyclin E1 (Thr77) and p-cyclin E1 (Thr395) in colon cancer tissues",World Journal of Gastrointestinal Oncology,2025,2205,60,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11664607/,1,,0,0
PMC11665177,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11665177.xml,106,TNF-α-Induced NF-κB Alter the Methylation Status of Some Stemness Genes in HT-29 Human Colon Cancer Cell,Advanced Biomedical Research,2024,2789,130,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11665177/,1,,0,0
PMC11665664,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11665664.xml,100,Potential therapeutic strategies for colitis and colon cancer: bidirectional targeting STING pathway,eBioMedicine,2024,5760,184,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11665664/,1,,0,0
PMC11666639,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11666639.xml,54,Managing right-sided colon cancer in the frail patient,Surgical Endoscopy,2024,1147,44,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11666639/,0,editorial,0,0
PMC11666780,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11666780.xml,66,Correction: Managing right-sided colon cancer in the frail patient,Surgical Endoscopy,2024,51,3,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11666780/,0,correction,0,0
PMC11668439,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11668439.xml,126,Awareness of colon cancer screening among the general population: Community-based study from the Qassim Region of Saudi Arabia,Journal of Family Medicine and Primary Care,2024,2874,117,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11668439/,1,,0,0
PMC11669901,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11669901.xml,145,Identification of signatures associated with microsatellite instability and immune characteristics to predict the prognostic risk of colon cancer,Open Medicine,2024,4845,190,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11669901/,1,,0,0
PMC11671356,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11671356.xml,117,"Dietary fiber influence on overall health, with an emphasis on CVD, diabetes, obesity, colon cancer, and inflammation",Frontiers in Nutrition,2024,10508,485,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11671356/,1,,1,0
PMC11674020,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11674020.xml,122,Grapefruit-Derived Vesicles Loaded with Recombinant HSP70 Activate Antitumor Immunity in Colon Cancer In Vitro and In Vivo,Biomedicines,2024,4332,173,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11674020/,1,,0,0
PMC11674122,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11674122.xml,143,"NEK2 Phosphorylates RhoGDI1 to Promote Cell Proliferation, Migration and Invasion Through the Activation of RhoA and Rac1 in Colon Cancer Cells",Cells,2024,4329,204,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11674122/,1,,0,0
PMC11675008,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11675008.xml,80,Colon Cancer Rates Among Asian Americans: A 2017–2021 Epidemiological Analysis,Cancers,2024,3874,168,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11675008/,1,,0,0
PMC11677301,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11677301.xml,125,"Impact of Sidedness of Colon Cancer on Epidemiological, Clinical Presentation, Surgical, Pathological, and Oncologic Outcomes",Journal of Personalized Medicine,2024,3804,185,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11677301/,1,,0,0
PMC11679492,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11679492.xml,162,Caryophylli Cortex Suppress PD-L1 Expression in Cancer Cells and Potentiates Anti-Tumor Immunity in a Humanized PD-1/PD-L1 Knock-In MC-38 Colon Cancer Mouse Model,Nutrients,2024,5338,239,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11679492/,1,,0,0
PMC11680050,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11680050.xml,65,miR-195-5p Inhibits Colon Cancer Progression via KRT23 Regulation,Pharmaceutics,2024,4205,191,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11680050/,1,,0,0
PMC11681701,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11681701.xml,126,"Distinct microbes, metabolites, and the host genome define the multi-omics profiles in right-sided and left-sided colon cancer",Microbiome,2024,7082,298,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11681701/,1,,1,0
PMC11683376,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11683376.xml,96,Optimizing Urgent Suspected Colon Cancer Referrals and Reducing Colonoscopy Wait Times in Wales,Cureus,2024,2533,117,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11683376/,1,,0,0
PMC11683402,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11683402.xml,96,Targeting the Ajuba/Notch axis increases the sensitivity of colon cancer cells to 5-fluorouracil,CytoJournal,2024,4242,185,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11683402/,1,,0,0
PMC11684163,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11684163.xml,136,Poorly controlled type II diabetes mellitus significantly enhances postoperative chemoresistance in patients with stage III colon cancer,World Journal of Gastroenterology,2025,5296,176,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11684163/,1,,0,0
PMC11685689,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11685689.xml,78,Impact of Multimorbidity Burden on Mortality Risk among Colon Cancer Survivors,Journal of Cancer,2025,2826,123,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11685689/,1,,0,0
PMC11686071,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11686071.xml,128,Analysis of diagnostic genes and molecular mechanisms of Crohn’s disease and colon cancer based on machine learning algorithms,Scientific Reports,2024,5076,196,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11686071/,1,,1,0
PMC11688056,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11688056.xml,127,Systemic immune profiling analysis identifying M2-TAM related genes predicted colon cancer prognosis and chemotherapy responses,Medicine,2024,6151,311,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11688056/,1,,0,0
PMC11693560,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11693560.xml,134,Robotic right‐sided colon cancer surgery: Dissecting the outermost layer of the autonomic nerve along the superior mesenteric artery,Annals of Gastroenterological Surgery,2024,2236,105,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11693560/,1,,0,1
PMC11693581,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11693581.xml,152,Intraluminal washout in rectal and sigmoid colon cancer surgeries with double‐stapling technique anastomosis: A single‐institution prospective study,Annals of Gastroenterological Surgery,2024,3334,152,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11693581/,1,,0,0
PMC11693618,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11693618.xml,141,Laparoscopic surgery is associated with increased risk of postoperative peritoneal metastases in T4 colon cancer: a propensity score analysis,International Journal of Colorectal Disease,2025,3353,126,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11693618/,1,,0,0
PMC11693697,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11693697.xml,102,A novel liquid-liquid phase separation-related gene signature for predicting prognosis in colon cancer,Frontiers in Immunology,2024,6034,308,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11693697/,1,,0,0
PMC11695588,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11695588.xml,116,Nucleotide metabolism-associated drug resistance gene NDUFA4L2 promotes colon cancer progression and 5-FU resistance,Scientific Reports,2025,6628,271,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11695588/,1,,0,0
PMC11697464,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11697464.xml,134,Using large language models for extracting stressful life events to assess their impact on preventive colon cancer screening adherence,BMC Public Health,2025,4610,169,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11697464/,1,,0,0
PMC11698818,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11698818.xml,93,Stage-Specific Tumoral Gene Expression Profiles of Black and White Patients with Colon Cancer,Annals of Surgical Oncology,2024,4975,180,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11698818/,1,,0,0
PMC11698876,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11698876.xml,82,ASO Author Reflections: Decoding Racial Differences in Colon Cancer Transcriptomes,Annals of Surgical Oncology,2024,559,18,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11698876/,0,editorial,0,0
PMC11698967,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11698967.xml,117,Age and sex differences in the relationship of body weight changes with colon cancer risks: A nationwide cohort study,Scientific Reports,2025,4425,162,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11698967/,1,,0,0
PMC11701131,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11701131.xml,115,LncRNA MIR210HG promotes the proliferation of colon cancer cells by inhibiting ferroptosis through binding to PCBP1,Scientific Reports,2025,3581,201,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11701131/,1,,0,0
PMC11701452,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11701452.xml,124,Robotic surgery may lead to reduced postoperative inflammatory stress in colon cancer: a propensity score–matched analysis,Annals of Coloproctology,2024,2619,125,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11701452/,1,,0,1
PMC11702450,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11702450.xml,102,The Impact of Chemotherapy and Body Mass Index on Cancer‐Related Fatigue in Colon Cancer Patients: A,Cancer Medicine,2025,3968,197,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11702450/,1,,0,0
PMC11702939,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11702939.xml,133,Long-term effects of neoadjuvant chemotherapy in variant histology locally advanced colon cancer: a propensity score-matched analysis,Cancer Biology & Therapy,2024,3933,128,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11702939/,1,,0,0
PMC11704253,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11704253.xml,110,Heptamethine cyanine-based polymeric nanoparticles for photothermal therapy in HCT116 human colon cancer model,Scientific Reports,2025,4899,258,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11704253/,1,,0,0
PMC11705064,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11705064.xml,102,Hesperidin inhibits colon cancer progression by downregulating SLC5A1 to suppress EGFR phosphorylation,Journal of Cancer,2025,3430,159,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11705064/,1,,0,0
PMC11707846,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11707846.xml,132,Correction: CKS2 induces autophagy-mediated glutathione metabolic reprogramming to facilitate ferroptosis resistance in colon cancer,Molecular Medicine,2025,36,3,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11707846/,0,correction,0,0
PMC11708178,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11708178.xml,175,Correction To: High tumor mutational burden assessed through next‑generation sequencing predicts favorable survival in microsatellite stable metastatic colon cancer patients,Journal of Translational Medicine,2025,127,6,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11708178/,0,correction,0,0
PMC11708209,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11708209.xml,179,"Laparoscopic versus open colectomy for locally advanced colon cancer in obese patients: a nationwide, multicenter, propensity score-based analysis of short- and long-term outcomes",Japanese Journal of Clinical Oncology,2025,3890,139,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11708209/,1,,0,0
PMC11711115,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11711115.xml,139,Association of commission on cancer accreditation with receipt of guideline‐concordant care and survival among patients with colon cancer,World Journal of Surgery,2024,4087,165,?,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11711115/,1,,0,0
PMC11711116,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11711116.xml,92,Long‐term outcomes following the resection of screen‐detected right‐sided colon cancer,World Journal of Surgery,2024,3258,104,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11711116/,1,,0,0
PMC11715517,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11715517.xml,163,Dual anti-HER2 therapy combined with chemotherapy as a novel neoadjuvant treatment option for locally advanced HER2-positive and microsatellite stable colon cancer,Precision Clinical Medicine,2025,1339,67,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11715517/,0,editorial,0,0
PMC11717042,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11717042.xml,60,Study on the Effect of Quinoa Saponins on Human Colon Cancer,Food Science & Nutrition,2024,5391,312,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11717042/,1,,0,0
PMC11719978,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11719978.xml,110,Self-Expandable Metal Stents for Obstructing Colon Cancer and Extracolonic Cancer: A Review of Latest Evidence,Cancers,2024,3900,162,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11719978/,1,,0,0
PMC11724780,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11724780.xml,162,Comparative effectiveness of laparoscopic versus open colectomy in colon cancer patients: a study protocol for emulating a target trial using cancer registry data,Journal of Cancer Research and Clinical Oncology,2025,5162,223,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11724780/,1,,0,0
PMC11727511,C:\Users\miked\Desktop2\RIT Info Retriv and Text Mining\project\data\PMC11727511.xml,127,Silencing LY6K Suppresses CD44+ EpCAM+ HCT116 Human Colon Cancer Stem Cells Growth: Insights from In Vitro and In Vivo Evidence,Current Issues in Molecular Biology,2024,3404,168,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11727511/,1,,0,0
